Date,Temperature,W_speed,W_direction,Humidity,Shandong,Seoul
2020-11-13,12.2,1.6,1,71.5,125,92
2020-11-14,12.5,1.7,2,66.9,129,90
2020-11-15,11.1,1.7,1,75,104,93
2020-11-16,12.4,1.6,2,70.1,116,88
2020-11-17,15.9,2.3,3,67.5,70,76
2020-11-18,16.6,2.6,2,91.4,24,44
2020-11-19,13.6,4.2,12,90.5,34,18
2020-11-20,2.8,3.2,13,74.3,38,28
2020-11-21,6.5,2.1,2,67.9,35,37
2020-11-22,5.6,2.5,12,80.5,27,43
2020-11-23,1.7,2.3,13,61.4,43,34
2020-11-24,2.9,1.8,1,54.5,90,34
2020-11-25,4.6,1.5,12,64.1,127,50
2020-11-26,5.6,1.7,12,66.5,76,74
2020-11-27,4.1,2.7,12,61.6,37,54
2020-11-28,-0.1,2.8,13,50,43,26
2020-11-29,-0.6,2.2,12,59.6,91,32
2020-11-30,-0.2,1.9,12,57.8,92,37
2020-12-01,1.1,1.9,13,44.5,68,38
2020-12-02,2.4,1.8,12,41.4,86,39
2020-12-03,0.7,2.7,13,47.1,46,33
2020-12-04,-0.6,1.8,13,53.8,81,38
2020-12-05,2.1,1.7,1,63.1,117,48
2020-12-06,4.5,1.8,2,66.9,96,61
2020-12-07,3.4,2.6,12,57.5,64,66
2020-12-08,-0.5,2,14,50,67,30
2020-12-09,1.5,1.5,2,55.1,89,48
2020-12-10,5.8,1.7,2,69.9,121,86
2020-12-11,5.3,1.8,12,77.1,174,83
2020-12-12,2.3,2.1,12,51.3,186,62
2020-12-13,-1.1,2.9,12,74.9,68,45
2020-12-14,-7.7,3.4,13,49.1,36,27
2020-12-15,-8.3,2.8,13,43,69,22
2020-12-16,-8.3,2.6,13,43.9,87,26
2020-12-17,-4.9,1.7,1,47,95,32
2020-12-18,-2.1,3,2,57,84,42
2020-12-19,-5.1,2.4,12,45.1,59,32
2020-12-20,-3.7,2,12,50.4,89,31
2020-12-21,-1,1.6,1,64.1,99,49
2020-12-22,2,2,1,67.6,90,64
2020-12-23,4.5,2.3,2,76.6,87,83
2020-12-24,2.6,2.9,12,61.5,98,68
2020-12-25,-0.8,2.1,11,51.9,87,30
2020-12-26,2.2,1.8,1,65.8,112,62
2020-12-27,5.8,1.8,3,62.9,128,73
2020-12-28,6.7,1.4,2,72.1,171,76
2020-12-29,0.1,2.9,12,70.8,39,79
2020-12-30,-10.9,4.1,12,55.5,48,42
2020-12-31,-8.9,2.4,12,53.9,53,32
2021-01-01,-4.2,2,12,64,55,32
2021-01-02,-5,2.6,12,38.5,118,39
2021-01-03,-5.6,2,12,45,118,44
2021-01-04,-3.5,1.7,2,51.4,118,46
2021-01-05,-5.5,2.9,13,52.8,42,34
2021-01-06,-7.4,2.4,12,54.6,112,28
2021-01-07,-14.5,4.1,12,49.9,52,44
2021-01-08,-14.9,3.3,13,44,63,23
2021-01-09,-12.2,2.6,12,46.3,80,30
2021-01-10,-7.7,1.3,13,54.4,58,41
2021-01-11,-6.7,1.9,2,62.1,89,54
2021-01-12,-3.9,1.8,2,79.5,146,72
2021-01-13,2,2.4,2,80.3,116,112
2021-01-14,1.7,2.3,3,46.5,132,83
2021-01-15,4.5,3,2,67.4,124,86
2021-01-16,-4.9,3.3,13,59.3,62,52
2021-01-17,-5.5,2.3,12,58.5,87,22
2021-01-18,-3.8,3.2,13,64.3,88,42
2021-01-19,-6.3,1.8,13,37.9,73,38
2021-01-20,-0.1,2.2,2,37.8,79,52
2021-01-21,4.5,2.3,3,64.4,133,62
2021-01-22,5.5,1.7,2,92.9,125,53
2021-01-23,7.6,4.2,3,66,75,9
2021-01-24,7.3,2.1,3,63.9,128,15
2021-01-25,7.9,1.9,3,62,158,28
2021-01-26,5.3,1.9,2,80.4,119,56
2021-01-27,1.7,2.2,12,47.6,94,45
2021-01-28,-2.6,4,12,52.3,73,44
2021-01-29,-8.8,3.5,12,40,108,28
2021-01-30,-1.6,2.5,2,60,117,59
2021-01-31,3.2,2,3,57,108,64
2021-02-01,5,2.7,2,74.5,82,76
2021-02-02,-5.6,3.9,12,44.1,81,36
2021-02-03,-3.2,2.2,9,64.6,96,40
2021-02-04,-3.6,2.5,12,50.1,79,30
2021-02-05,1.4,2.4,9,71.8,88,34
2021-02-06,6.8,2.2,9,80.4,105,81
2021-02-07,3.6,2.9,12,67,62,92
2021-02-08,-3.1,3.4,13,43.6,62,32
2021-02-09,-0.9,2,11,51.9,62,28
2021-02-10,3.4,2.1,10,75.1,78,46
2021-02-11,5.5,1.3,3,71.5,89,84
2021-02-12,6.5,1.7,1,60.6,50,98
2021-02-13,7.6,1.5,1,50.6,46,97
2021-02-14,9.5,1.7,3,47.6,63,94
2021-02-15,1.2,4,11,65.1,33,64
2021-02-16,-5.1,3.2,12,57.9,50,30
2021-02-17,-8.3,5,12,44.1,36,54
2021-02-18,-5.8,3.1,12,44.9,61,51
2021-02-19,1.6,2.9,9,66.9,74,58
2021-02-20,8.8,2.1,9,60.4,87,82
2021-02-21,10.8,2.8,2,66.6,76,88
2021-02-22,7.8,2.9,13,58.3,71,63
2021-02-23,0,2.9,13,34,59,60
2021-02-24,2.9,1.8,2,33,59,60
2021-02-25,4.2,1.4,2,35.1,59,65
2021-02-26,8.2,2.3,2,35,87,42
2021-02-27,9.5,3.4,4,48.6,96,20
2021-02-28,7.8,2.1,2,49,54,28
2021-03-01,4.7,3.5,2,91,24,16
2021-03-02,2.3,1.9,2,75.9,65,14
2021-03-03,4.4,1.8,1,64.4,61,50
2021-03-04,7.2,1.9,2,62.4,57,58
2021-03-05,9,2.1,11,70.3,82,50
2021-03-06,6.6,3.3,2,69.5,49,36
2021-03-07,6.2,2.8,2,62.9,61,30
2021-03-08,7,1.8,12,60.3,134,51
2021-03-09,6.6,2.2,11,58.5,132,56
2021-03-10,8.8,1.8,2,61.8,104,103
2021-03-11,10.2,1.8,12,50.8,87,126
2021-03-12,10.5,2.2,2,57,73,74
2021-03-13,9.2,2.2,12,62.8,89,64
2021-03-14,9.1,2.2,11,71.4,94,92
2021-03-15,10.6,2.4,10,68.8,358,100
2021-03-16,8.4,3.2,13,52.5,571,102
2021-03-17,8.8,1.8,2,44.9,215,100
2021-03-18,11.7,1.8,2,50.1,82,106
2021-03-19,15.3,2.2,3,47.9,77,76
2021-03-20,9.9,2.2,5,74.6,89,38
2021-03-21,5.8,4,12,65.9,58,52
2021-03-22,6.2,3.2,11,55.3,87,45
2021-03-23,9.1,2.5,9,63.5,79,90
2021-03-24,10.8,2.4,12,61.5,99,74
2021-03-25,11.9,2.2,12,68.5,132,77
2021-03-26,12.6,1.4,11,58.4,96,124
2021-03-27,12.1,2.5,3,70.9,99,82
2021-03-28,9,3.3,9,95.8,439,19
2021-03-29,10.2,3.3,11,62.3,277,298
2021-03-30,10.8,2.2,12,47.3,131,148
2021-03-31,14.5,1.8,2,41,110,49
2021-04-01,17.7,3.5,2,33,74,48
2021-04-02,17.8,3.2,3,35.6,46,52
2021-04-03,14.9,3.1,2,80.8,35,42
2021-04-04,11.9,3.2,2,65.8,70,10
2021-04-05,11.9,2.4,1,47.9,77,26
2021-04-06,13.9,2.5,11,50.9,85,49
2021-04-07,14.1,2.5,11,47.5,108,64
2021-04-08,13,2.7,12,34,74,39
2021-04-09,13.6,2.7,2,39.3,99,38
2021-04-10,12.6,2.6,11,50,83,40
2021-04-11,15,1.7,1,45.4,57,53
2021-04-12,13.8,2.4,3,70.4,58,50
2021-04-13,10.4,3.7,12,74,45,20
2021-04-14,8.4,2.9,12,58.5,63,39
2021-04-15,11.6,2.1,12,62.3,117,61
2021-04-16,11.3,2.6,9,60,426,82
2021-04-17,9.6,2.6,10,56.6,55,89
2021-04-18,9.9,3.2,11,64.3,68,42
2021-04-19,12.2,2.4,9,65.3,69,57
2021-04-20,14.8,1.9,12,55.1,84,67
2021-04-21,19.1,1.8,12,43.1,61,75
2021-04-22,20.9,2.5,2,37.9,56,74
2021-04-23,19,3.2,2,41.4,52,42
2021-04-24,18.3,2.7,2,43,51,24
2021-04-25,18.2,2.7,2,50,58,26
2021-04-26,16.2,2.6,5,51.8,79,30
2021-04-27,15.4,2.3,9,62.4,133,34
2021-04-28,14.5,2.4,9,64.1,84,58
2021-04-29,14.6,2.3,2,54.1,101,61
2021-04-30,11.3,2.4,9,81.8,77,38
2021-05-01,10.2,2.7,12,80.8,64,30
2021-05-02,12.4,3.1,12,67.9,67,18
2021-05-03,14.1,2.1,9,56.4,58,39
2021-05-04,13.8,2.1,2,82.6,94,33
2021-05-05,13.9,3.5,11,64.4,81,40
2021-05-06,15.7,2.4,2,46.4,116,62
2021-05-07,14.4,3.4,10,60.3,386,302
2021-05-08,14.3,3.4,11,66.1,253,393
2021-05-09,15.7,3.5,12,51.3,81,50
2021-05-10,13.2,1.8,2,67.9,73,23
2021-05-11,18.5,2.7,5,48.9,60,22
2021-05-12,22,2.2,3,39.5,83,24
2021-05-13,22.9,1.9,11,54.4,59,46
2021-05-14,24.1,1.7,2,60.3,50,57
2021-05-15,22.1,1.7,2,79.5,51,56
2021-05-16,18.4,2.5,2,97.6,36,10
2021-05-17,15.3,1.6,2,93,47,14
2021-05-18,17.9,1.7,12,70.5,49,35
2021-05-19,19.9,1.8,12,52.3,61,38
2021-05-20,18.7,2.5,2,59.8,48,26
2021-05-21,16,1.7,13,86.5,55,18
2021-05-22,18.6,2.5,11,69.3,62,34
2021-05-23,19.5,1.7,12,64.4,94,45
2021-05-24,19.4,2.7,11,61,137,100
2021-05-25,15.3,3.2,11,72.3,83,85
2021-05-26,18,2.9,9,58.5,81,47
2021-05-27,15.8,2.8,9,83,79,48
2021-05-28,15.3,2.6,11,86,45,45
2021-05-29,15.4,2.2,2,79.8,70,21
2021-05-30,18.4,2.1,2,73,67,27
2021-05-31,19.9,1.8,2,78.9,86,38
2021-06-01,20.2,2.2,2,74.6,63,46
2021-06-02,23.2,2.1,2,64.4,65,58
2021-06-03,19.1,1.8,12,80.8,55,40
2021-06-04,18.5,2.9,9,69.4,56,31
2021-06-05,20.8,3.3,9,68.1,52,52
2021-06-06,23,2.2,9,69.6,63,66
2021-06-07,21.1,1.7,8,71.5,73,42
2021-06-08,23.6,1.7,2,69.6,83,51
2021-06-09,25.8,1.6,2,59.1,62,44
2021-06-10,24.9,2.2,2,68.5,65,56
2021-06-11,21.5,2.8,10,84.5,70,25
2021-06-12,24.2,1.8,12,74.6,67,28
2021-06-13,24.8,2,11,72.6,62,34
2021-06-14,24.8,2.1,11,68.8,35,48
2021-06-15,22.5,2.3,2,79.1,33,33
2021-06-16,24.3,3.6,2,59.9,28,14
2021-06-17,21.9,2.4,2,71.4,36,22
2021-06-18,20,2.5,9,92.1,53,24
2021-06-19,22.3,1.8,12,74,50,56
2021-06-20,22.9,2.8,10,73.3,60,57
2021-06-21,23.6,2.2,12,67,60,50
2021-06-22,22.8,2.1,2,67.9,61,28
2021-06-23,22.4,2.4,2,70.5,58,20
2021-06-24,23,1.9,2,71.1,66,36
2021-06-25,24.1,2,12,69,55,47
2021-06-26,22.8,1.8,2,78.5,47,26
2021-06-27,24.5,2,2,72.1,54,22
2021-06-28,23.7,1.9,2,76.4,60,22
2021-06-29,23.9,1.8,2,78.6,32,32
2021-06-30,24.3,1.3,1,77.9,38,46
